GDEKT;GDENR;GDENAME;VERSION;LINKDOC;LINKDOC_PRESENT;DOWNLOADED_PDF_VALID;MUNICIPALITY_EXISTS;LINK_VALID;METADATA_EQUAL;METADATA_ORIGINAL;METADATA_DOWNLOADEDFILE;HASH_EQUAL;CRAWLED_LINK;CRAWLED_LINK_SAME
ZH;216;Dinhard;20240511;https://oerebdocs.zh.ch/getDoc?docid=12394;True;True;True;True;True;creationDate: 2016-11-25 06:59:05, modifcationDate: 2018-12-02 09:58:32, author: Martina Eberle, size: 186776;creationDate: 2016-11-25 06:59:05, modifcationDate: 2018-12-02 09:58:32, author: Martina Eberle, size: 186776;True;https://oerebdocs.zh.ch/getDoc?docid=12394;True
ZH;218;Ellikon an der Thur;20240511;https://oerebdocs.zh.ch/getDoc?docid=12445;True;True;True;True;True;creationDate: 2010-02-19 07:19:33, modifcationDate: 2018-12-14 10:31:26, author: std, size: 201773;creationDate: 2010-02-19 07:19:33, modifcationDate: 2018-12-14 10:31:26, author: std, size: 201773;True;https://oerebdocs.zh.ch/getDoc?docid=12445;True
ZH;219;Elsau;20240511;https://oerebdocs.zh.ch/getDoc?docid=5989;True;True;True;True;True;creationDate: 2021-05-05 10:57:20, modifcationDate: None, author: None, size: 252705;creationDate: 2021-05-05 10:57:20, modifcationDate: None, author: None, size: 252705;True;https://oerebdocs.zh.ch/getDoc?docid=5989;True
ZH;220;Hagenbuch;20240511;https://oerebdocs.zh.ch/getDoc?docid=12840;True;True;True;True;True;creationDate: 2019-08-06 15:18:33, modifcationDate: 2019-08-06 15:22:13, author: None, size: 3895294;creationDate: 2019-08-06 15:18:33, modifcationDate: 2019-08-06 15:22:13, author: None, size: 3895294;True;https://oerebdocs.zh.ch/getDoc?docid=12840;True
ZH;221;Hettlingen;20240511;https://oerebdocs.zh.ch/getDoc?docid=8232;True;True;True;True;True;creationDate: 2013-09-23 13:37:21, modifcationDate: 2013-09-23 13:37:21, author: gor, size: 292575;creationDate: 2013-09-23 13:37:21, modifcationDate: 2013-09-23 13:37:21, author: gor, size: 292575;True;https://oerebdocs.zh.ch/getDoc?docid=8232;True
ZH;223;Neftenbach;20240511;https://oerebdocs.zh.ch/getDoc?docid=8249;True;True;True;True;True;creationDate: 2021-08-05 05:40:24, modifcationDate: 2021-10-27 06:45:25, author: None, size: 437684;creationDate: 2021-08-05 05:40:24, modifcationDate: 2021-10-27 06:45:25, author: None, size: 437684;True;https://oerebdocs.zh.ch/getDoc?docid=8249;True
ZH;224;Pfungen;20240511;https://oerebdocs.zh.ch/getDoc?docid=8242;True;True;True;True;True;creationDate: 2018-08-28 07:19:27, modifcationDate: 2018-08-28 07:19:27, author: Suter von Knel AG, size: 7083801;creationDate: 2018-08-28 07:19:27, modifcationDate: 2018-08-28 07:19:27, author: Suter von Knel AG, size: 7083801;True;https://oerebdocs.zh.ch/getDoc?docid=8242;True
ZH;225;Rickenbach (ZH);20240511;https://oerebdocs.zh.ch/getDoc?docid=12266;True;True;True;True;True;creationDate: 2011-07-22 10:29:34, modifcationDate: 2023-01-06 07:23:55, author: None, size: 5040344;creationDate: 2011-07-22 10:29:34, modifcationDate: 2023-01-06 07:23:55, author: None, size: 5040344;True;https://oerebdocs.zh.ch/getDoc?docid=12266;True
ZH;226;Schlatt (ZH);20240511;https://oerebdocs.zh.ch/getDoc?docid=12393;True;True;True;True;True;creationDate: 2023-06-12 15:27:28, modifcationDate: 2023-06-12 15:27:41, author: None, size: 55775;creationDate: 2023-06-12 15:27:28, modifcationDate: 2023-06-12 15:27:41, author: None, size: 55775;True;https://oerebdocs.zh.ch/getDoc?docid=12393;True
ZH;227;Seuzach;20240511;https://oerebdocs.zh.ch/getDoc?docid=6108;True;True;True;True;True;creationDate: 2015-11-23 14:28:49, modifcationDate: 2015-12-02 13:27:49, author: lo, size: 1026926;creationDate: 2015-11-23 14:28:49, modifcationDate: 2015-12-02 13:27:49, author: lo, size: 1026926;True;https://oerebdocs.zh.ch/getDoc?docid=6108;True
ZH;228;Turbenthal;20240511;https://oerebdocs.zh.ch/getDoc?docid=12822;True;True;True;True;True;creationDate: 2020-02-03 16:20:35, modifcationDate: None, author: None, size: 1088139;creationDate: 2020-02-03 16:20:35, modifcationDate: None, author: None, size: 1088139;True;https://oerebdocs.zh.ch/getDoc?docid=12822;True
ZH;230;Winterthur;20240511;https://oerebdocs.zh.ch/getDoc?docid=8208;True;True;True;True;True;creationDate: 2022-06-14 09:20:59, modifcationDate: None, author: None, size: 734564;creationDate: 2022-06-14 09:20:59, modifcationDate: None, author: None, size: 734564;True;https://oerebdocs.zh.ch/getDoc?docid=8208;True
ZH;231;Zell (ZH);20240511;https://oerebdocs.zh.ch/getDoc?docid=12823;True;True;True;True;True;creationDate: 2018-09-20 07:04:22, modifcationDate: 2022-12-16 10:59:16, author: None, size: 275630;creationDate: 2018-09-20 07:04:22, modifcationDate: 2022-12-16 10:59:16, author: None, size: 275630;True;https://oerebdocs.zh.ch/getDoc?docid=12823;True
ZH;241;Aesch (ZH);20240511;https://oerebdocs.zh.ch/getDoc?docid=11612;True;True;True;True;True;creationDate: 2023-08-04 06:30:59, modifcationDate: 2023-08-04 06:32:00, author: None, size: 1796705;creationDate: 2023-08-04 06:30:59, modifcationDate: 2023-08-04 06:32:00, author: None, size: 1796705;True;https://oerebdocs.zh.ch/getDoc?docid=11612;True
ZH;242;Birmensdorf (ZH);20240511;https://oerebdocs.zh.ch/getDoc?docid=11617;True;True;True;True;True;creationDate: 2008-12-09 10:13:38, modifcationDate: 2018-08-10 14:04:55, author: silvia.vetter, size: 499604;creationDate: 2008-12-09 10:13:38, modifcationDate: 2018-08-10 14:04:55, author: silvia.vetter, size: 499604;True;https://oerebdocs.zh.ch/getDoc?docid=11617;True
ZH;243;Dietikon;20240511;https://oerebdocs.zh.ch/getDoc?docid=5054;True;True;True;True;True;creationDate: 2015-08-14 06:44:37, modifcationDate: 2015-08-14 06:44:37, author: Edwin Bosisio, size: 309337;creationDate: 2015-08-14 06:44:37, modifcationDate: 2015-08-14 06:44:37, author: Edwin Bosisio, size: 309337;True;https://oerebdocs.zh.ch/getDoc?docid=5054;True
ZH;244;Geroldswil;20240511;https://oerebdocs.zh.ch/getDoc?docid=5392;True;True;True;True;True;creationDate: 2014-01-23 10:24:48, modifcationDate: 2016-01-20 09:34:52, author: None, size: 1992417;creationDate: 2014-01-23 10:24:48, modifcationDate: 2016-01-20 09:34:52, author: None, size: 1992417;True;https://oerebdocs.zh.ch/getDoc?docid=5392;True
ZH;245;Oberengstringen;20240511;https://oerebdocs.zh.ch/getDoc?docid=12152;True;True;True;True;True;creationDate: 2022-10-21 09:59:12, modifcationDate: 2022-10-21 09:59:12, author: Monika Rsi, size: 608628;creationDate: 2022-10-21 09:59:12, modifcationDate: 2022-10-21 09:59:12, author: Monika Rsi, size: 608628;True;https://oerebdocs.zh.ch/getDoc?docid=12152;True
ZH;246;Oetwil an der Limmat;20240511;https://oerebdocs.zh.ch/getDoc?docid=5057;True;True;True;True;True;creationDate: 2021-07-19 09:55:32, modifcationDate: 2021-08-10 15:29:03, author: U. Wiederkehr, size: 252290;creationDate: 2021-07-19 09:55:32, modifcationDate: 2021-08-10 15:29:03, author: U. Wiederkehr, size: 252290;True;https://oerebdocs.zh.ch/getDoc?docid=5057;True
ZH;247;Schlieren;20240511;https://oerebdocs.zh.ch/getDoc?docid=5053;True;True;True;True;True;creationDate: 2008-04-01 09:46:16, modifcationDate: 2016-06-14 14:16:46, author: Peter Hubmann, size: 156989;creationDate: 2008-04-01 09:46:16, modifcationDate: 2016-06-14 14:16:46, author: Peter Hubmann, size: 156989;True;https://oerebdocs.zh.ch/getDoc?docid=5053;True
ZH;248;Uitikon;20240511;https://oerebdocs.zh.ch/getDoc?docid=11881;True;True;True;True;True;creationDate: 2022-05-30 13:48:46, modifcationDate: 2022-05-30 13:49:23, author: None, size: 3851120;creationDate: 2022-05-30 13:48:46, modifcationDate: 2022-05-30 13:49:23, author: None, size: 3851120;True;https://oerebdocs.zh.ch/getDoc?docid=11881;True
ZH;249;Unterengstringen;20240511;https://oerebdocs.zh.ch/getDoc?docid=5059;True;True;True;True;True;creationDate: 2012-04-25 12:37:29, modifcationDate: 2012-04-25 12:37:34, author: None, size: 690375;creationDate: 2012-04-25 12:37:29, modifcationDate: 2012-04-25 12:37:34, author: None, size: 690375;True;https://oerebdocs.zh.ch/getDoc?docid=5059;True
ZH;250;Urdorf;20240511;https://oerebdocs.zh.ch/getDoc?docid=4025;True;True;True;True;True;creationDate: 2009-07-29 06:26:16, modifcationDate: 2009-07-29 06:37:52, author: haueg, size: 419949;creationDate: 2009-07-29 06:26:16, modifcationDate: 2009-07-29 06:37:52, author: haueg, size: 419949;True;https://oerebdocs.zh.ch/getDoc?docid=4025;True
ZH;251;Weiningen (ZH);20240511;https://oerebdocs.zh.ch/getDoc?docid=5050;True;True;True;True;True;creationDate: 2023-11-07 09:57:38, modifcationDate: 2023-11-07 09:57:38, author: beat.jossi, size: 905222;creationDate: 2023-11-07 09:57:38, modifcationDate: 2023-11-07 09:57:38, author: beat.jossi, size: 905222;True;https://oerebdocs.zh.ch/getDoc?docid=5050;True
ZH;261;Zürich;20240511;https://oerebdocs.zh.ch/getDoc?docid=6;True;True;True;True;False;creationDate: 2022-07-26 06:13:53, modifcationDate: 2022-07-27 10:01:13, author: None, size: 1792639;creationDate: 2024-08-29 10:03:03, modifcationDate: 2024-08-29 10:06:57, author: None, size: 1860269;False;https://oerebdocs.zh.ch/getDoc?docid=6;True
ZH;291;Andelfingen;20240511;https://oerebdocs.zh.ch/getDoc?docid=8931;True;True;True;True;True;creationDate: 2013-10-09 14:13:20, modifcationDate: 2017-10-31 11:08:30, author: mhart, size: 173268;creationDate: 2013-10-09 14:13:20, modifcationDate: 2017-10-31 11:08:30, author: mhart, size: 173268;True;https://oerebdocs.zh.ch/getDoc?docid=8948;False
ZH;292;Stammheim;20240511;https://oerebdocs.zh.ch/getDoc?docid=16715;True;True;True;True;True;creationDate: 2024-03-04 15:34:56, modifcationDate: 2024-03-04 15:34:56, author: everybody, size: 210414;creationDate: 2024-03-04 15:34:56, modifcationDate: 2024-03-04 15:34:56, author: everybody, size: 210414;True;https://oerebdocs.zh.ch/getDoc?docid=16715;True
ZH;293;Wädenswil;20240511;https://oerebdocs.zh.ch/getDoc?docid=1405;True;True;True;True;True;creationDate: 2020-08-05 07:54:31, modifcationDate: 2020-08-05 07:54:31, author: None, size: 623684;creationDate: 2020-08-05 07:54:31, modifcationDate: 2020-08-05 07:54:31, author: None, size: 623684;True;https://oerebdocs.zh.ch/getDoc?docid=1405;True
ZH;294;Elgg;20240511;https://oerebdocs.zh.ch/getDoc?docid=12419;True;True;True;True;True;creationDate: 2023-07-04 05:31:46, modifcationDate: 2023-07-05 12:35:17, author: None, size: 153124;creationDate: 2023-07-04 05:31:46, modifcationDate: 2023-07-05 12:35:17, author: None, size: 153124;True;https://oerebdocs.zh.ch/getDoc?docid=12419;True
ZH;295;Horgen;20240511;https://oerebdocs.zh.ch/getDoc?docid=1101;True;True;True;True;True;creationDate: 2023-08-30 14:42:29, modifcationDate: 2023-08-30 14:46:22, author: Jrg Baumgartner, size: 179706;creationDate: 2023-08-30 14:42:29, modifcationDate: 2023-08-30 14:46:22, author: Jrg Baumgartner, size: 179706;True;https://oerebdocs.zh.ch/getDoc?docid=1101;True
ZH;296;Illnau-Effretikon;20240511;https://oerebdocs.zh.ch/getDoc?docid=5990;True;True;True;True;False;creationDate: 2023-10-11 08:57:35, modifcationDate: 2023-10-11 08:57:35, author: Jonas Hunziker, size: 807968;creationDate: 2024-05-21 13:52:17, modifcationDate: 2024-05-21 13:52:17, author: ms, size: 882160;False;https://oerebdocs.zh.ch/getDoc?docid=5990;True
ZH;297;Bauma;20240511;https://oerebdocs.zh.ch/getDoc?docid=12826;True;True;True;True;True;creationDate: 2019-07-01 07:56:27, modifcationDate: 2019-07-01 07:59:28, author: None, size: 686655;creationDate: 2019-07-01 07:56:27, modifcationDate: 2019-07-01 07:59:28, author: None, size: 686655;True;https://oerebdocs.zh.ch/getDoc?docid=12826;True
ZH;298;Wiesendangen;20240511;https://oerebdocs.zh.ch/getDoc?docid=8239;True;True;True;True;True;creationDate: 2018-07-13 15:55:18, modifcationDate: 2022-12-16 12:17:21, author: None, size: 254085;creationDate: 2018-07-13 15:55:18, modifcationDate: 2022-12-16 12:17:21, author: None, size: 254085;True;https://oerebdocs.zh.ch/getDoc?docid=8239;True
BE;301;Aarberg;20240511;https://www.aarberg.ch/de/verwaltung/dokumente/dokumente/Baureglement-2011.pdf;True;False;True;False;False;None;None;False;;False
BE;302;Bargen (BE);20240511;https://www.bargen-be.ch/fileadmin/Onlineschalter/Reglemente/Bauverwaltung/Bau/Baureglement.pdf;True;True;True;True;True;creationDate: 2006-08-16 10:00:40, modifcationDate: None, author: , size: 83289;creationDate: 2006-08-16 10:00:40, modifcationDate: None, author: , size: 83289;True;;False
BE;303;Grossaffoltern;20240511;https://www.grossaffoltern.ch/de/verwaltung/dokumente/dokumente/Baureglement.pdf;True;True;True;True;True;creationDate: 2014-04-15 06:11:58, modifcationDate: 2022-10-26 11:27:52, author: None, size: 1898863;creationDate: 2014-04-15 06:11:58, modifcationDate: 2022-10-26 11:27:52, author: None, size: 1898863;True;;False
BE;304;Kallnach;20240511;https://www.kallnach.ch/documents/836292/0/Baureglement_Kallnach_2005+%282%29.pdf/10de25da-03c3-135f-adb7-90c9b320e260;True;False;True;False;False;None;None;False;;False
BE;305;Kappelen;20240511;https://www.kappelen.ch/_docn/1762243/Bau-_und_Nutzungsreglement_Gemeinde_Kappelen_Stand_2013.pdf;True;True;True;True;True;creationDate: 2014-01-24 09:24:37, modifcationDate: 2014-01-24 09:24:37, author: tbuch, size: 46707;creationDate: 2014-01-24 09:24:37, modifcationDate: 2014-01-24 09:24:37, author: tbuch, size: 46707;True;;False
BE;306;Lyss;20240511;https://www.lyss.ch/de/politik/cdws/dok_geschaeft.php?did=7284e0bd79aa4248ab2adf08398bb730-332&filename=Baureglement_Gemeinde_Lyss;_digitale_Version;_Stand_09.03.2021&v=2&r=PDF&typ=pdf;True;True;True;True;True;creationDate: 2021-06-10 11:50:22, modifcationDate: 2022-01-11 12:01:40, author: None, size: 5242493;creationDate: 2021-06-10 11:50:22, modifcationDate: 2022-01-11 12:01:40, author: None, size: 5242493;True;;False
BE;307;Meikirch;20240511;https://www.meikirch.ch/_docn/3953224/3_Baureglement.pdf;True;True;True;True;True;creationDate: 2022-09-14 12:18:28, modifcationDate: 2022-09-14 12:18:28, author: m081jseil, size: 996957;creationDate: 2022-09-14 12:18:28, modifcationDate: 2022-09-14 12:18:28, author: m081jseil, size: 996957;True;;False
BE;309;Radelfingen;20240511;https://www.radelfingen.ch/inhalte/Verwaltung/Onlineschalter/Reglemente/Baureglement_mit_den_Teilrevisionen.pdf;True;True;True;True;True;creationDate: 2022-04-13 13:48:49, modifcationDate: 2022-04-13 13:48:49, author: None, size: 7140695;creationDate: 2022-04-13 13:48:49, modifcationDate: 2022-04-13 13:48:49, author: None, size: 7140695;True;;False
BE;310;Rapperswil (BE);20240511;https://www.rapperswil-be.ch/de/verwaltung/reglemente---verordnungen/Baureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;311;Schüpfen;20240511;https://www.schuepfen.ch/de/verwaltung/dokumente/dokumente/Baureglement_bereinigt_Oktober202.pdf;True;True;True;True;True;creationDate: 2022-11-16 10:28:31, modifcationDate: 2022-11-16 10:28:31, author: None, size: 2087519;creationDate: 2022-11-16 10:28:31, modifcationDate: 2022-11-16 10:28:31, author: None, size: 2087519;True;;False
BE;312;Seedorf (BE);20240511;https://www.seedorf.ch/de/verwaltung/dokumente/dokumente/baureglement,genehmigung2011.pdf;True;True;True;True;True;creationDate: 2011-04-11 08:37:19, modifcationDate: 2011-04-11 08:37:19, author: uste, size: 409055;creationDate: 2011-04-11 08:37:19, modifcationDate: 2011-04-11 08:37:19, author: uste, size: 409055;True;;False
BE;321;Aarwangen;20240511;https://www.aarwangen.ch/_docn/4194112/Baureglement_5994_GBR-BMBV_220518_BE.pdf;True;False;True;False;False;None;None;False;;False
BE;322;Auswil;20240511;https://auswil.ch/images/Downloads/reglemente/Baureglement2019.pdf;True;False;True;False;False;None;None;False;;False
BE;323;Bannwil;20240511;https://uploads-ssl.webflow.com/5cb06049570549d2091a29e4/64411aef86d2bc2fb3265f50_Baureglement%20Bannwil%20-%2005.11.2021.pdf;True;True;True;True;True;creationDate: 2023-04-20 10:51:46, modifcationDate: 2023-04-20 10:51:46, author: Markus.Friedli, size: 8517719;creationDate: 2023-04-20 10:51:46, modifcationDate: 2023-04-20 10:51:46, author: Markus.Friedli, size: 8517719;True;;False
BE;324;Bleienbach;20240511;https://www.bleienbach.ch/assets/files/Baureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;325;Busswil bei Melchnau;20240511;https://www.busswil-bm.ch/inhalte/dateien/05_Verwaltung/Schalter/2021_Baureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;326;Gondiswil;20240511;https://www.gondiswil.ch/app/download/9115108376/Baureglement+Gondiswil.pdf?t=1680696172;True;False;True;False;False;None;None;False;;False
BE;329;Langenthal;20240511;https://www.langenthal.ch/_docn/3262244/5_1_R_Version_18_06_2021.pdf;True;False;True;False;False;None;None;False;;False
BE;331;Lotzwil;20240511;https://www.lotzwil.ch/de/verwaltung/downloads/dokumente/Bauwesen/Baureglement.pdf;True;True;True;True;True;creationDate: 2014-12-12 10:43:51, modifcationDate: 2021-08-27 07:16:54, author: MTY, size: 1323556;creationDate: 2014-12-12 10:43:51, modifcationDate: 2021-08-27 07:16:54, author: MTY, size: 1323556;True;;False
BE;332;Madiswil;20240511;https://www.madiswil.ch/_docn/2518732/Baureglement_2013.pdf;True;True;True;True;True;creationDate: 2015-01-20 16:18:56, modifcationDate: None, author: None, size: 14839253;creationDate: 2015-01-20 16:18:56, modifcationDate: None, author: None, size: 14839253;True;;False
BE;333;Melchnau;20240511;https://melchnau.ch/wp-content/uploads/2020/05/Baureglement-Melchnau.pdf;True;True;True;True;True;creationDate: 2020-04-20 11:43:51, modifcationDate: 2020-04-20 11:44:01, author: None, size: 3412660;creationDate: 2020-04-20 11:43:51, modifcationDate: 2020-04-20 11:44:01, author: None, size: 3412660;True;;False
BE;335;Oeschenbach;20240511;https://www.belex.sites.be.ch/frontend/versions/862/download_pdf_file?locale=de;True;True;True;True;False;creationDate: 2021-04-09 20:19:31, modifcationDate: None, author: None, size: 3509194;creationDate: 2024-08-05 14:12:16, modifcationDate: None, author: None, size: 3440414;False;;False
BE;336;Reisiswil;20240511;https://www.reisiswil.ch/attachments/article/136/Baureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;337;Roggwil (BE);20240511;https://www.roggwil.ch/_docn/4261450/BR_Roggwil_inkl._Anderung_v.A.w._220706_Kx230207.pdf;True;True;True;True;True;creationDate: 2023-02-07 06:06:28, modifcationDate: 2023-02-08 06:38:22, author: thomasfederli, size: 2286333;creationDate: 2023-02-07 06:06:28, modifcationDate: 2023-02-08 06:38:22, author: thomasfederli, size: 2286333;True;;False
BE;338;Rohrbach;20240511;https://www.rohrbach-be.ch/images/downloads/Reglemente/Baureglement_2018_1213.pdf;True;True;True;True;True;creationDate: 2021-04-14 15:04:11, modifcationDate: 2021-04-14 15:04:11, author: kh, size: 1491976;creationDate: 2021-04-14 15:04:11, modifcationDate: 2021-04-14 15:04:11, author: kh, size: 1491976;True;;False
BE;339;Rohrbachgraben;20240511;;False;False;True;False;False;None;None;False;;True
BE;340;Rütschelen;20240511;https://www.ruetschelen.ch/sites/default/files/2021-01/Baureglement%202018.pdf;True;True;True;True;True;creationDate: 2019-01-10 09:59:37, modifcationDate: 2021-01-05 13:32:36, author: None, size: 1539560;creationDate: 2019-01-10 09:59:37, modifcationDate: 2021-01-05 13:32:36, author: None, size: 1539560;True;;False
BE;341;Schwarzhäusern;20240511;http://www.schwarzhaeusern.ch/uploads/media/Baureglement_Stand_13.06.2022_02.pdf;True;False;True;False;False;None;None;False;;False
BE;342;Thunstetten;20240511;https://www.thunstetten.ch/_docn/3791465/Gemeindebaureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;344;Ursenbach;20240511;https://www.ursenbach.ch/assets/files/A_20210426_Baureglement_Ursenbach_%C3%B6ffentliche_Auflage.pdf;True;True;True;True;True;creationDate: 2021-04-19 13:03:03, modifcationDate: 2021-04-19 13:03:03, author: Thomas Frei, size: 1124879;creationDate: 2021-04-19 13:03:03, modifcationDate: 2021-04-19 13:03:03, author: Thomas Frei, size: 1124879;True;;False
BE;345;Wynau;20240511;https://www.wynau.ch/_docn/208970/Baureglement_Wynau.pdf;True;True;True;True;True;creationDate: 2011-08-23 06:51:06, modifcationDate: 2011-08-29 15:14:48, author: hermann.huber, size: 412487;creationDate: 2011-08-23 06:51:06, modifcationDate: 2011-08-29 15:14:48, author: hermann.huber, size: 412487;True;;False
BE;351;Bern;20240511;https://stadtrecht.bern.ch/lexoverview-home/lex-721_1/lex-721_1.pdf?effective-from=20210819;True;True;True;True;False;creationDate: None, modifcationDate: None, author: None, size: 754305;creationDate: None, modifcationDate: None, author: None, size: 754653;False;;False
BE;352;Bolligen;20240511;https://www.bolligen.ch/verwaltung/dokumente/dokumente/B01Baureglement_1394202471.pdf;True;True;True;True;True;creationDate: 2021-10-11 13:57:35, modifcationDate: 2021-10-18 09:14:02, author: Gregor Ledergerber, size: 2336355;creationDate: 2021-10-11 13:57:35, modifcationDate: 2021-10-18 09:14:02, author: Gregor Ledergerber, size: 2336355;True;;False
BE;353;Bremgarten bei Bern;20240511;https://www.3047.ch/de/verwaltung/dokumente/dokumente/Baureglement_1820_351_BR_Def_schwarz_220510.pdf;True;True;True;True;True;creationDate: 2022-08-25 11:18:41, modifcationDate: 2022-08-25 11:18:41, author: , size: 597639;creationDate: 2022-08-25 11:18:41, modifcationDate: 2022-08-25 11:18:41, author: , size: 597639;True;;False
BE;354;Kirchlindach;20240511;https://kirchlindach.ch/media/688/download?attachment;True;True;True;True;True;creationDate: 2021-11-08 17:16:19, modifcationDate: 2021-11-08 17:16:19, author: MTY, size: 3503112;creationDate: 2021-11-08 17:16:19, modifcationDate: 2021-11-08 17:16:19, author: MTY, size: 3503112;True;;False
BE;355;Köniz;20240511;https://www.koeniz.ch/public/upload/assets/12600/721.0_baureglement.pdf?fp=15;True;False;True;False;False;None;None;False;;False
BE;356;Muri bei Bern;20240511;https://www.muri-guemligen.ch/online-schalter/downloadcenter/?eID=tx_damdownloadcenter&action=downloadFile&file=3976;True;False;True;False;False;None;None;False;;False
BE;357;Oberbalm;20240511;https://www.oberbalm.ch/inhalte/PDF/Baureglement.pdf;True;True;True;True;True;creationDate: 2020-02-24 08:00:02, modifcationDate: 2020-02-24 08:00:02, author: None, size: 7112427;creationDate: 2020-02-24 08:00:02, modifcationDate: 2020-02-24 08:00:02, author: None, size: 7112427;True;;False
BE;358;Stettlen;20240511;https://www.stettlen.ch/de/verwaltung/dokumente/dokumente/Baureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;359;Vechigen;20240511;https://www.vechigen.ch/de/verwaltung/dokumente/dokumente/Baureglement.pdf;True;True;True;True;True;creationDate: 2020-07-06 06:27:46, modifcationDate: 2020-07-06 06:27:46, author: None, size: 1330242;creationDate: 2020-07-06 06:27:46, modifcationDate: 2020-07-06 06:27:46, author: None, size: 1330242;True;;False
BE;360;Wohlen bei Bern;20240511;https://www.wohlen-be.ch/de/verwaltung/dokumente/dokumente/Baureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;361;Zollikofen;20240511;https://www.zollikofen.ch/_docn/4358761/Baureglement.pdf;True;False;True;False;False;None;None;False;;False
BE;362;Ittigen;20240511;https://www.ittigen.ch/_docn/4483624/Baureglement_Gemeinde_Ittigen_aktualisiert_2022_2023.pdf;True;False;True;False;False;None;None;False;;False
BE;363;Ostermundigen;20240511;https://www.ostermundigen.ch/wAssets/docs/politik-verwaltung/verwaltung/reglemente-und-verordnungen/reglemente/Baureglement_103.pdf;True;False;True;False;False;None;None;False;;False
BE;371;Biel/Bienne;20240511;https://biel-bienne.tlex.ch/frontend/structured_documents/412/download_pdf_file_and_annex?locale=de;True;True;True;True;False;creationDate: 2023-03-16 15:26:18, modifcationDate: 2023-03-16 15:26:18, author: None, size: 404013;creationDate: 2024-08-05 09:52:24, modifcationDate: 2024-08-05 09:52:24, author: None, size: 402523;False;;False
BE;372;Evilard;20240511;https://www.evilard.ch/de/verwaltung/dokumente/dokumente/Baureglement-Evilard.pdf;True;True;True;True;True;creationDate: 2012-03-20 08:25:03, modifcationDate: None, author: None, size: 7914772;creationDate: 2012-03-20 08:25:03, modifcationDate: None, author: None, size: 7914772;True;;False
BE;381;Arch;20240511;https://www.arch-be.ch/de/verwaltung/dokumente/dokumente/Baureglement.pdf;True;True;True;True;True;creationDate: 2012-02-13 09:55:52, modifcationDate: 2012-02-13 10:22:48, author: None, size: 1738334;creationDate: 2012-02-13 09:55:52, modifcationDate: 2012-02-13 10:22:48, author: None, size: 1738334;True;;False
BE;382;Büetigen;20240511;https://www.bueetigen.ch/_docn/4172173/Baureglement.pdf;True;True;True;True;True;creationDate: 2022-11-29 08:47:59, modifcationDate: 2022-11-29 08:47:59, author: Thomas Federli, size: 1564565;creationDate: 2022-11-29 08:47:59, modifcationDate: 2022-11-29 08:47:59, author: Thomas Federli, size: 1564565;True;;False
BE;383;Büren an der Aare;20240511;https://www.bueren.ch/de/verwaltung/dokumente/dokumente/Baureglement.pdf;True;True;True;True;True;creationDate: 2021-06-18 07:48:00, modifcationDate: 2021-06-18 10:26:59, author: MTY, size: 3956104;creationDate: 2021-06-18 07:48:00, modifcationDate: 2021-06-18 10:26:59, author: MTY, size: 3956104;True;;False
BE;385;Diessbach bei Büren;20240511;https://www.diessbach.ch/default-wAssets/docs/reglemente/Baureglement_neu_noch-nicht-genehmigt.pdf;True;True;True;True;True;creationDate: 2020-11-23 16:00:13, modifcationDate: 2021-03-15 07:47:33, author: None, size: 2499347;creationDate: 2020-11-23 16:00:13, modifcationDate: 2021-03-15 07:47:33, author: None, size: 2499347;True;;False
BE;386;Dotzigen;20240511;https://www.dotzigen.ch/default-wAssets/docs/reglemente-und-verordnung/Baureglement-komplett.pdf;True;True;True;True;True;creationDate: 2023-04-04 09:18:31, modifcationDate: 2023-04-04 09:21:01, author: None, size: 1284244;creationDate: 2023-04-04 09:18:31, modifcationDate: 2023-04-04 09:21:01, author: None, size: 1284244;True;;False
BE;387;Lengnau (BE);20240511;https://www.lengnau.ch/wp-content/uploads/2022/06/Baureglement.pdf;True;True;True;True;True;creationDate: 2022-12-16 09:05:12, modifcationDate: 2022-12-16 09:05:12, author: Beat Klin, size: 1450647;creationDate: 2022-12-16 09:05:12, modifcationDate: 2022-12-16 09:05:12, author: Beat Klin, size: 1450647;True;;False
BE;388;Leuzigen;20240511;https://leuzigen.ch/einwohnergemeinde-leuzigen-wAssets/docs/reglemente-und-verordnungen/Gemeindebaureglement-GBR-2020.pdf;True;True;True;True;True;creationDate: 2022-11-07 09:40:28, modifcationDate: 2022-11-07 09:40:28, author: None, size: 3764704;creationDate: 2022-11-07 09:40:28, modifcationDate: 2022-11-07 09:40:28, author: None, size: 3764704;True;;False
BE;389;Meienried;20240511;https://www.belex.sites.be.ch/frontend/versions/1920/download_pdf_file?locale=de;True;True;True;True;False;creationDate: 2021-04-09 20:46:09, modifcationDate: None, author: None, size: 558969;creationDate: 2024-08-05 15:34:09, modifcationDate: None, author: None, size: 555220;False;;False
