GDEKT;GDENR;GDENAME;Version;Link_Dok_RIS;Link_Dok_Present;downloadedPdfDocumentValid;MunicipalityExists;LinkValid;MetaDataDateEqual;MetaDataOriginal;MetaDataDownloadedFile;HashEqual;CrawledLink;CrawledLinkSameAsRISLink;;;
BE;842;Lauenen;;https://secure.i-web.ch/gemweb/lauenen/dl.php/de/5bc497c0a085c/Baureglement_vom_26.09.2011.pdf;True;False;True;True;False;None;None;False;;False;;;
BE;843;Saanen;;https://www.saanen.ch/dl.php/de/62a1fd8727a10/Baureglement_gultig_nachgefuhrt_bis_08.04.2022.pdf;True;False;True;True;False;None;None;False;;False;;;
BE;852;Guggisberg;;https://www.guggisberg-be.ch/wp-content/uploads/2022/09/Baureglement-1.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;853;Rüschegg;;https://www.rueschegg.ch/wp-content/uploads/2020/10/Gemeindebaureglement_m_Anhang_26.01.1996_Aend_11.06.1999.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;855;Schwarzenburg;;https://www.schwarzenburg.ch/app/uploads/Gemeindebaureglement_Albligen_02.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;861;Belp;;https://www.belp.ch/de/verwaltung/dokumente/dokumente/Baureglement_Belpberg.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;863;Burgistein;;https://www.burgistein.ch/media/web/burgistein.ch/media/online-schalter/reglemente-verordnungen/baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;866;Gerzensee;;https://www.gerzensee.ch/de/verwaltung/dokumente/dokumente/BaureglementGerzensee_2006_inkl_AB_1479390898.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;867;Gurzelen;;https://www.gurzelen.ch/images/files/pdf/reglemente/Baureglement-neu.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;868;Jaberg;;https://www.jaberg.ch/.cm4all/uproc.php/0/E-Dokumente/2021%20Baureglement.pdf?_=17c935c898f&cdp=a;True;True;True;True;False;None;None;False;;False;;;
BE;869;Kaufdorf;;https://www.kaufdorf.ch/view/data/8237/Reglemente/Bauwesen/reglemente_baureglement_2014.pdf;True;False;True;True;False;None;None;False;;False;;;
BE;870;Kehrsatz;;https://www.kehrsatz.ch/public/upload/assets/428/Baureglement_Kehrsatz_2014.pdf?fp=1652099825842;True;True;True;True;False;None;None;False;;False;;;
BE;872;Kirchdorf (BE);;https://www.kirchdorf-be.ch/images/files/VERWALTUNG/Reglemente/Baureglement_Kirchdorf.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;877;Niedermuhlern;;https://www.niedermuhlern.ch/fileadmin/dateien/05_Verwaltung/Schalter/R_Baureglement_20031114.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;879;Riggisberg;;https://www.riggisberg.ch/media/web/2018.riggisberg.ch/media/online-schalter/reglemente/03%20Bauten/01_Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;880;Rüeggisberg;;https://www.rueggisberg.ch/media/web/rueggisberg.ch/media/online-schalter/reglemente/baureglement_2012.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;883;Seftigen;;https://www.seftigen.ch/website/wp-content/uploads/2023/06/Baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;884;Toffen;;https://www.toffen.ch/_docn/2587556/GBR_Toffen_20200512.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;885;Uttigen;;https://www.uttigen.ch/de/verwaltung/dokumente/dokumente/erlasse/Baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;886;Wattenwil;;https://www.wattenwil.ch/_file/2469/baureglement-wattenwil-2022.pdf?dl=1;True;True;True;True;False;None;None;False;;False;;;
BE;888;Wald (BE);;https://www.wald-be.ch/inhalte/05_Downloads/15051_Wald_OPR_Genehmigungsex_GBR_201130a.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;889;Thurnen;;https://www.thurnen.ch/cvfs/6156366/web/thurnen.ch/media/verwaltung/dienstleistungen/bau-planung/baurechtliche-grundlagen/Baureglement%20Ortsteil%20Kirchenthurnen.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;901;Eggiwil;;https://www.eggiwil.ch/inhalte/pdf/reglemente/Baureglement_vom_01._Juli_2021.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;902;Langnau im Emmental;;https://www.langnau-ie.ch/public/upload/assets/478/300.00%20Baureglement%2005.03.2013.pdf?fp=1641548885012;True;True;True;True;False;None;None;False;;False;;;
BE;903;Lauperswil;;https://www.lauperswil.ch/images/20230501_Baureglement_nachgefhrt.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;904;Röthenbach im Emmental;;https://www.roethenbach.ch/sites/default/files/2021-12/Baureglement%202020.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;905;Rüderswil;;https://www.ruederswil.ch/Portals/3/divertoCM/files/20230505144749.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;906;Schangnau;;https://www.schangnau.ch/fileadmin/user_upload/Downloads/Reglemente_Formulare/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;907;Signau;;https://www.signau.ch/fileadmin/user_upload/08_Verwaltung/Reglemente/Baureglement_Signau_Genehmigungsexemplar_ohne_AEnderungen.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;908;Trub;;https://www.trub.ch/images/content/verwaltung/bauverwaltung/20210608_Baureglement_nachgefuehrt.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;909;Trubschachen;;https://www.trubschachen.ch/fileadmin/user_upload/Downloads/Verwaltung/Baureglement_Trubschachen.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;921;Amsoldingen;;https://www.amsoldingen.ch/images/files/media/archive1/baureglementinkraftab131213.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;922;Blumenstein;;https://www.blumenstein.ch/images/files/pdf/reglemente/Baureglement_2023_aktuell.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;923;Buchholterberg;;https://www.buchholterberg.ch/de/Verwaltung/Reglemente-und-Verordnungen?act=download&path=%2Fmedia%2Farchive1%2F&file=Baureglement%20inkl.%20Aenderungen.pdf;True;False;True;True;False;None;None;False;;False;;;
BE;924;Eriz;;https://www.eriz.ch/images/files/reglemente/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;925;Fahrni;;https://www.gemeinde-fahrni.ch/Online-Schalter/Reglemente?act=download&path=%2Fmedia%2Farchive1%2F&file=Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;927;Heiligenschwendi;;https://oerebfiles.apps.be.ch/92701/1779/927_01_Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;928;Heimberg;;https://www.heimberg.ch/fileadmin/media/pdf/politik/erlasse/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;929;Hilterfingen;;https://www.hilterfingen.ch/Gemeindebaureglement_2014_2.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;931;Homberg;;https://www.homberg.ch/images/files/pdf/regelemente/Baureglement_2018.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;932;Horrenbach-Buchen;;https://www.belex.sites.be.ch/frontend/versions/862/download_pdf_file?locale=de;True;True;True;True;False;None;None;False;;False;;;
BE;934;Oberhofen am Thunersee;;https://www.oberhofen.ch/images/files/Reglemente-und-Verordnungen/Bau/Baureglement-01.01.2013.pdf;True;False;True;True;False;None;None;False;;False;;;
BE;935;Oberlangenegg;;https://www.oberlangenegg.ch/images/files/pdf/download/Baureglement_20171201_mit_Genehmigungsvermerken.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;936;Pohlern;;https://www.pohlern.ch/PDF/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;938;Sigriswil;;https://www.sigriswil.ch/de/verwaltung/dokumente/dokumente/Plaene/OPR/05848_BR_200414_BE.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;939;Steffisburg;;https://www.steffisburg.ch/de/politik-verwaltung/politik/cdws/dok_geschaeft.php?did=a26a0da3e701418e820d64dbc60abe78-332&geschaeft=Baurechtliche%20Grundordnung%20Steffisburg;%20Baureglement%20und%20Zonenplan&filename=Reglement;_Internet-Version;_Stand_34._Teilrevision&v=2&r=PDF&typ=pdf;True;False;True;True;False;None;None;False;;False
BE;940;Teuffenthal (BE);;;False;False;True;False;False;None;None;False;;True;;;
BE;941;Thierachern;;https://www.thierachern.ch/images/files/reglemente/Homepage_Baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;942;Thun;;https://www.thun.ch/_docn/4355725/72.01.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;943;Uebeschi;;https://www.uebeschi.ch/images/files/reglemente/201213_Uebeschi_Baureglement_unterzeichnet.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;944;Uetendorf;;https://www.uetendorf.ch/public/upload/assets/539/Baureglement.pdf?fp=1605869548568;True;True;True;True;False;None;None;False;;False;;;
BE;945;Unterlangenegg;;https://www.unterlangenegg.ch/wp-content/uploads/Baureglement-ab-2023.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;946;Wachseldorn;;https://www.belex.sites.be.ch/frontend/versions/862/download_pdf_file?locale=de;True;True;True;True;False;None;None;False;;False;;;
BE;947;Zwieselberg;;https://www.zwieselberg.ch/_files/ugd/f4092f_4ba08a6ce2e1444fa6e074dc2f674e78.pdf;True;True;False;True;False;None;None;False;;False;;;
BE;948;Forst-Längenbühl;;https://www.forst-laengenbuehl.ch/_file/43/bau-und-nutzungsreglment.pdf?dl=1;True;False;True;False;False;None;None;False;;False;;;
BE;951;Affoltern im Emmental;;https://www.affolternimemmental.ch/de/verwaltung/dokumente/dokumente/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;952;Dürrenroth;;https://www.duerrenroth.ch/files/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;953;Eriswil;;https://www.eriswil.ch/inhalte/PDF/Reglemente___Verordnungen/Gemeindebaureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;954;Huttwil;;https://www.huttwil.ch/public/upload/assets/74/Baureglement%20vom%2003.12.2019.pdf?fp=1646237079399;True;True;True;True;False;None;None;False;;False;;;
BE;955;Lützelflüh;;https://www.luetzelflueh.ch/de/verwaltung/dokumente/dokumente/Baueglement-mit-Genehmigung.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;956;Rüegsau;;https://www.ruegsau.ch/inhalte/Verwaltung/Onlineschalter/Reglemente-Verordnungen/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;957;Sumiswald;;https://www.sumiswald.ch/de/verwaltung/dokumente/dokumente/A_20220421_Baureglement_Sumiswald_Genehmigung.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;958;Trachselwald;;https://www.trachselwald.ch/fileadmin/user_upload/Gemeinde/Reglemente/Baureglement_Trachselwald_16.6.2020.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;959;Walterswil (BE);;https://www.walterswil-be.ch/assets/files/baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;960;Wyssachen;;https://www.wyssachen.ch/system/files?file=reglement/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;971;Attiswil;;https://www.attiswil.ch/inhalte/dateien/05_Verwaltung/Schalter/Baureglement_01.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;972;Berken;;http://www.berken.ch/wp-content/uploads/2020/02/20191213_Baureglement_Berken.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;973;Bettenhausen;;https://bettenhausen.ch/images/Downloads/Reglemente/Baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;975;Farnern;;https://www.farnern.ch/app/download/16222095122/Baureglement.pdf?t=1640026420;True;False;True;False;False;None;None;False;;False;;;
BE;976;Graben;;https://uploads-ssl.webflow.com/5b9b75af4caae33c05012372/5ff439ea8338d4461da2cab7_Baureglement%20V5.0.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;977;Heimenhausen;;https://www.heimenhausen.ch/inhalte/Bildergalerie/Galerie_1/Baureglement_gueltig_ab_09._Oktober_2020.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;979;Herzogenbuchsee;;https://www.herzogenbuchsee.ch/public/upload/assets/1391/Baureglement_Ausgabe%202015_mit%20Teilrevision%202020%20und%202022.pdf?fp=1683009354138;True;True;True;True;False;None;None;False;;False;;;
BE;980;Inkwil;;https://www.inkwil.ch/sites/default/files/2022-09/Baureglement%20Inkwil%20revidiert%202022.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;981;Niederbipp;;https://www.niederbipp.ch/_docn/711232/Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;982;Niederönz;;https://www.niederoenz.ch/public/upload/assets/89/Baureglement-Ausgabe-Dezember-2021.pdf?fp=1667984511304;True;True;True;True;False;None;None;False;;False;;;
BE;983;Oberbipp;;https://www.oberbipp.ch/inhalte/Dateien/Onlineschalter/Baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;985;Ochlenberg;;https://www.belex.sites.be.ch/frontend/versions/862/download_pdf_file?locale=de;True;True;True;True;False;None;None;False;;False;;;
BE;987;Rumisberg;;https://www.rumisberg.ch/inhalte/Online_Schalter/Reglemente_und_Verordnungen/987_Baureglement.pdf;True;True;True;True;False;None;None;False;;False;;;
BE;988;Seeberg;;https://www.seeberg.ch/public/upload/assets/952/Baureglement.pdf?fp=1650437924121;True;True;True;True;False;None;None;False;;False;;;
BE;989;Thörigen;;https://www.thoerigen.ch/assets/files/Genehmigtes%20Baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;990;Walliswil bei Niederbipp;;https://www.walliswil-bipp.ch/walliswil-wAssets/docs/Baureglement-Walliswil-2016.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;991;Walliswil bei Wangen;;https://www.walliswil.ch/system/files/2019-09/Baureglement.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;992;Wangen an der Aare;;https://www.wangen-a-a.ch/de/verwaltung/dokumente/dokumente/06334BauRWangen_NFper210618_211214.pdf;True;False;True;False;False;None;None;False;;False;;;
BE;993;Wangenried;;https://www.wangenried.ch/sites/default/files/2020-05/baureglement_revision_2007_2015.pdf;True;False;False;False;False;None;None;False;;False;;;
BE;995;Wiedlisbach;;https://www.wiedlisbach.ch/public/upload/assets/27556/Baureglement.pdf?fp=1691135576817;True;True;True;True;False;None;None;False;;False;;;
LU;1001;Doppleschwand;;https://www.doppleschwand.ch/wp-content/uploads/2022/02/Bau-Zonenreglement_01.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1002;Entlebuch;;https://www.entlebuch.ch/public/upload/assets/2165/Bau-%20und%20Zonenreglement.pdf?fp=1627904492631;True;True;True;True;False;None;None;False;;False;;;
LU;1004;Flühli;;https://fluehli.ch/files/Files/Dokumente/Abteilungen/Bauamt/BZR_genehmigte_Version_GV_20.08.2012__30.11.2015__28.11.2016_RR_05.07.2013__24.09.2013__23.02.2016__02.05.2017.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1005;Hasle (LU);;https://www.hasle-lu.ch/fileadmin/gemeinde/downloads/schalter/09_bau_und_zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1007;Romoos;;https://www.romoos.ch/wp-content/uploads/2021/09/06_bau_und_zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1008;Schüpfheim;;https://www.schuepfheim.ch/wp-content/uploads/2022/01/Bau-_und_Zonenreglement_20180304.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1009;Werthenstein;;https://werthenstein.ch/wp-content/uploads/2021/04/Bau_und_Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1010;Escholzmatt-Marbach;;https://www.escholzmatt-marbach.ch/gemeinde/verwaltung/rechtssammlung/#;True;False;True;True;False;None;None;False;;False;;;
LU;1021;Aesch (LU);;http://geoshop.lu.ch/pdf/aesc_BZR.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1023;Ballwil;;https://www.ballwil.ch/_docn/3567316/BZR_Ballwil_20.01.20.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1024;Emmen;;https://www.emmen.ch/_docn/1880704/Bau-_und_Zonenreglement_Stand_20170921.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1025;Ermensee;;https://www.ermensee.ch/dl.php/de/64ae6f84988e2/Bau-_und_Zonenreglement_Ausgabe_Juli_2023.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1026;Eschenbach (LU);;https://www.rbo-luzern.ch/public/upload/assets/3242/E_BZR%20November%202015%2C%20Teil%C3%A4nderung%2018.01.2022.pdf?fp=1;True;True;True;True;False;None;None;False;;False;;;
LU;1030;Hitzkirch;;https://www.hitzkirch.ch/public/upload/assets/501/BZR_Gemeinde%20Hitzkirch.pdf?fp=1;True;True;True;True;False;None;None;False;;False;;;
LU;1031;Hochdorf;;https://www.hochdorf.ch/public/upload/assets/223/Bau-%20und%20Zonenreglement.pdf?fp=1627908309559;True;False;True;False;False;None;None;False;;False;;;
LU;1032;Hohenrain;;https://secure.i-web.ch/gemweb/hohenrain/dl.php/de/646f1e628c1b5/01_Bau-_und_Zonenreglement_BZR_vom_5._Mai_2023.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1033;Inwil;;https://www.inwil.ch/media/archive1/Dienstleistungen/Bau%20und%20Zonenreglement_2019.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1037;Rain;;https://www.rain.ch/_docn/1544971/Bau-_und_Zonenreglement_2015.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1039;Römerswil;;https://www.roemerswil.ch/_docn/3580468/2021-12-14_Bau-_und_Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1040;Rothenburg;;https://www.rothenburg.ch/_docn/4578253/Bau-_und_Zonenreglement_20120626.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1041;Schongau;;https://www.schongau.ch/download/pictures/d5/xelpo7dxrgczvr3agpii61dm75gqrw/bau-und_zonenreglement_der_gemeinde_schongau.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1051;Adligenswil;;https://www.adligenswil.ch/public/upload/assets/143/790.01_BZR_beschlossen_26.11.2017.pdf?fp=1687177523564;True;True;True;True;False;None;None;False;;False;;;
LU;1052;Buchrain;;https://global-uploads.webflow.com/5f3a43643773e421e7419049/6285d8dbb00a3c3da3c2c598_Bau-%20und%20Zonenreglement%20-%20BZR_genehmigt_211214_220518.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1053;Dierikon;;https://www.dierikon.ch/_docn/3878911/dier_BZR_genehmigt_220617.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1054;Ebikon;;https://www.ebikon.ch/storage/dd2c577cbbbc9bd98a0f38b87e831543a85e33ff96f20f08cb5fd8d1766a20aa;True;True;True;True;False;None;None;False;;False;;;
LU;1055;Gisikon;;https://www.gisikon.ch/public/upload/assets/43/bau_und_zonenreglement_2011.pdf?fp=1617789847000;True;False;True;False;False;None;None;False;;False;;;
LU;1056;Greppen;;https://www.greppen.ch/_docn/1279713/bau_und_zonenregelemt_september_14.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1057;Honau;;https://www.honau.ch/pdf/BZR,%20gen%20RRE%2018.03.2014%20%282%29.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1058;Horw;;https://www.horw.ch/_docn/1904332/600_Bau-_und_Zonenreglement_20180201.pdf;True;False;True;True;False;None;None;False;;False;;;
LU;1059;Kriens;;https://www.stadt-kriens.ch/public/upload/assets/23616/Bau-%20und%20Zonenreglement.pdf?fp=1632731095613;True;True;True;True;False;None;None;False;;False;;;
LU;1061;Luzern;;https://www.stadtluzern.ch/_docn/4015309/7.1.2.1.1_Bau-_und_Zonenreglement.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1062;Malters;;https://www.malters.ch/_docn/2502223/Bau-_und_Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1063;Meggen;;https://www.meggen.ch/storage/af9faccdb328b4b2f4f1bea0a93d9bbb297d49fe58859c996af2f052adcc78b4;True;False;True;False;False;None;None;False;;False;;;
LU;1064;Meierskappel;;https://www.meierskappel.ch/public/upload/assets/123/mei_BZR_160412.pdf?fp=1611053042480;True;True;True;True;False;None;None;False;;False;;;
LU;1065;Root;;https://www.gemeinde-root.ch/_docn/3493315/Bau-_und_Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1066;Schwarzenberg;;https://schwarzenberg.ch/download_file/force/41/195;True;True;True;True;False;None;None;False;;False;;;
LU;1067;Udligenswil;;https://www.udligenswil.ch/_docn/3010144/Bau-_und_Zonenreglement_vom_17.03.2008_26.11.2018.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1068;Vitznau;;https://www.vitznau.ch/_docn/3372593/Bau_und_Zonenreglement.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1069;Weggis;;https://www.weggis.ch/_docn/4399744/Bau-_und_Zonenreglement_Weggis.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1081;Beromünster;;https://www.beromuenster.ch/de/Rechtssammlung/Bau-und-Zonenreglement-Ortsteil-Beromuenster-vom-2021.10.26.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1082;Büron;;https://www.bueron.ch/appl/download.php?objid=5053336&id=347760963&nr=1&filename=2022-05-31_Bau-%20und%20Zonenreglement.pdf&usid=9408;True;True;True;True;False;None;None;False;;False;;;
LU;1083;Buttisholz;;https://www.buttisholz.ch/files/Files/Dokumente/Rechtssammlung/but_BZR_genehmigt_220531.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1084;Eich;;https://www.eich.ch/wp-content/uploads/2021/11/Bau-und-Zonenreglement-vom-18.-Januar-2017-Ausgabe-Oktober-2018-3.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1085;Geuensee;;https://www.geuensee.ch/mm/Bau-_und_Zonenreglement__Mitwirkung.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1086;Grosswangen;;https://www.grosswangen.ch/politik-und-verwaltung/verwaltung/reglemente?file=files/webdaten/pdf/Verwaltung/Rechtssammlung/Dienstleistungen%2C%;True;False;True;True;False;None;None;False;;False;;;
LU;1088;Hildisrieden;;https://www.hildisrieden.ch/_docn/2722954/Bau-_und_Zonenreglement_August_2020.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1089;Knutwil;;https://www.geuensee.ch/mm/Bau-_und_Zonenreglement__Mitwirkung.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1091;Mauensee;;https://www.mauensee.ch/public/upload/assets/773/A_Bau-%20und%20Zonenreglement_%C3%B6ffentliche%20Auflage.pdf?fp=1;True;True;True;True;False;None;None;False;;False;;;
LU;1093;Neuenkirch;;https://www.neuenkirch.ch/public/upload/assets/62/Bau-und_Zonenreglement.pdf?fp=1631028978152;True;True;True;True;False;None;None;False;;False;;;
LU;1094;Nottwil;;https://www.nottwil.ch/de/verwaltung/dokumente/dokumente/Bau-undZonenreglementStandMaerz2019.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1095;Oberkirch;;https://www.oberkirch.ch/_docn/3940519/Bau-_und_Zonenreglement_8._nderung_vom_2022.06.17.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1097;Rickenbach (LU);;https://www.rickenbach.ch/wp-content/uploads/2018/06/bau-_und_zonenreglement_bzr_ortsteil_rickenbach_ab_01.01.2017.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1098;Ruswil;;https://ruswil.ch/files/Files/Bilder/Dateien_Ruswil/Inhalte/Gemeinde_und_Politik/Verwaltung/Rechtssammlung/Bau-_und_Zonenreglement_BZR.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1099;Schenkon;;https://www.schenkon.ch/public/upload/assets/2374/Bau-%20und%20Zonenreglement%20vom%2025.11.2022%20.pdf?fp=1;True;True;True;True;False;None;None;False;;False;;;
LU;1100;Schlierbach;;https://www.schlierbach.ch/files/pdf1/2022-09-29_-gesamtrevision-ortsplanung_unterlagen-ffentliche-auflage_bau--und-zonenreglement.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1102;Sempach;;https://www.sempach.ch/_docn/4276066/Bau-_und_Zonenreglement_BZR_2022.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1103;Sursee;;https://geoshop.lu.ch/pdf/surs_BZR.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1104;Triengen;;https://www.triengen.ch/_docn/1428647/Bau-_und_Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1107;Wolhusen;;https://www.wolhusen.ch/files/Files/Dokumente/22_Vewaltung/22_4_Rechtssammlung/Bau-_und_Zonenreglement_Wolhusen.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1121;Alberswil;;https://oerebdocs.zh.ch/getDoc?docid=6886;True;True;True;True;False;None;None;False;;False;;;
LU;1122;Altbüron;;https://altbueron.ch/files/Files/Dokumente_PDFs/Reglemente/Bau-_und_Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1123;Altishofen;;file:///C:/Users/ibkronen/Downloads/Bau-%20und%20Zonenreglement%20Altishofen%202016%20(2).pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1125;Dagmersellen;;https://dagmersellen.ch/wp-content/uploads/2022/11/Bau-und-Zonenreglement-1.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1127;Egolzwil;;https://www.egolzwil.ch/_docn/2255191/Bau-_und_Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1128;Ettiswil;;https://www.ettiswil.ch/politik-verwaltung/verwaltung/online-schalter?file=files/content/Online-Schalter/Bauamt/Neue%20Ortsplanungsunterlagen%20%28ab%202022%29/Ettiswil_200_Bau-%20und%20Zonenreglement.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1129;Fischbach;;https://www.fischbach-lu.ch/images/content/Reglemente_Downloads/Reglemente/Bau-und-Zonenreglement-per-15.6.2018.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1131;Grossdietwil;;https://www.grossdietwil.ch/wp-content/uploads/2019/07/Bau-und-Zonenreglement-BZR.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1132;Hergiswil bei Willisau;;https://hergiswil-lu.ch/wp-content/uploads/2022/03/3_Bau-und-Zonenreglement_oeffentlich-Auflage.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1135;Luthern;;https://luthern.ch/wp-content/uploads/2021/07/Zonenreglement.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1136;Menznau;;https://www.menznau.ch/_docn/3308558/Bau-_und_Zonenreglement_rev.2020.06.30.pdf;True;True;True;True;False;None;None;False;;False;;;
LU;1137;Nebikon;;https://www.nebikon.ch/public/upload/assets/700/2021.09.10%20Bau-%20und%20Zonenreglement.pdf?fp=1642087047332;True;True;True;True;False;None;None;False;;False;;;
LU;1139;Pfaffnau;;https://www.pfaffnau.ch/public/upload/assets/2656/Bau-%20und%20Zonenreglement.pdf?fp=1679589871866;True;False;True;False;False;None;None;False;;False;;;
LU;1140;Reiden;;https://www.reiden.ch/route/dam-file-downloadFolder/blockId/214/category/62;True;False;True;False;False;None;None;False;;False;;;
LU;1142;Roggliswil;;https://www.roggliswil.ch/dl.php/de/644b5fb51bff7/Bau-_und_Zonenreglement.pdf;True;False;True;False;False;None;None;False;;False;;;
LU;1143;Schötz;;https://www.schoetz.ch/de/verwaltung/dokumente/dokumente/Bau-undZonenreglement_Maerz2015.pdf;True;True;True;True;False;None;None;False;;False;;;
